game_id,season,game_type,week,date,weekday,gametime,home,away,neutral,div_game,roof,temp,wind,home_rest,away_rest,spread_close,total_close,home_ml,away_ml,margin,total_points,playoff,home_cover_margin,home_covered,over_margin,over_result,home_won,primetime,abs_spread,dog_is_home,has_fav,dog_res,home_res,over_res,under_res,ml_fav,ml_dog,ret_fav,ret_dog,pred_home_margin,abs_spread_err,abs_total_err
2021_16_MIA_NO,2021,REG,16,2021-12-27,Monday,20:15,NO,MIA,0,0,dome,,,8,8,3.0,37.5,143.0,-160.0,-17.0,23.0,0,-14.0,L,-14.5,U,0,1,3.0,True,True,L,L,L,W,-160.0,143.0,0.625,-1.0,-3.0,14.0,14.5
2021_17_LA_BAL,2021,REG,17,2022-01-02,Sunday,13:00,BAL,LA,0,0,outdoors,59.0,6.0,7,7,7.0,47.0,264.0,-313.0,-1.0,39.0,0,6.0,W,-8.0,U,0,0,7.0,True,True,W,W,L,W,-313.0,264.0,0.3194888178913738,-1.0,-7.0,6.0,8.0
2021_17_ATL_BUF,2021,REG,17,2022-01-02,Sunday,13:00,BUF,ATL,0,0,outdoors,26.0,11.0,7,7,-14.0,46.5,-871.0,625.0,14.0,44.0,0,0.0,P,-2.5,U,1,0,14.0,False,True,P,P,L,W,-871.0,625.0,0.1148105625717566,-1.0,14.0,0.0,2.5
2021_17_NYG_CHI,2021,REG,17,2022-01-02,Sunday,13:00,CHI,NYG,0,0,outdoors,25.0,13.0,7,7,-7.0,36.5,-287.0,245.0,26.0,32.0,0,19.0,W,-4.5,U,1,0,7.0,False,True,L,W,L,W,-287.0,245.0,0.3484320557491289,-1.0,7.0,19.0,4.5
2021_17_KC_CIN,2021,REG,17,2022-01-02,Sunday,13:00,CIN,KC,0,0,outdoors,33.0,13.0,7,7,3.5,51.0,157.0,-178.0,3.0,65.0,0,6.5,W,14.0,O,1,0,3.5,True,True,W,W,W,L,-178.0,157.0,-1.0,1.57,-3.5,6.5,14.0
2021_17_LV_IND,2021,REG,17,2022-01-02,Sunday,13:00,IND,LV,0,0,closed,,,8,7,-8.5,46.5,-397.0,325.0,-3.0,43.0,0,-11.5,L,-3.5,U,0,0,8.5,False,True,W,L,L,W,-397.0,325.0,-1.0,3.25,8.5,11.5,3.5
2021_17_JAX_NE,2021,REG,17,2022-01-02,Sunday,13:00,NE,JAX,0,0,outdoors,46.0,4.0,7,7,-17.5,42.0,-1056.0,727.0,40.0,60.0,0,22.5,W,18.0,O,1,0,17.5,False,True,L,W,W,L,-1056.0,727.0,0.0946969696969697,-1.0,17.5,22.5,18.0
2021_17_TB_NYJ,2021,REG,17,2022-01-02,Sunday,13:00,NYJ,TB,0,0,outdoors,57.0,9.0,7,7,14.5,48.0,623.0,-868.0,-4.0,52.0,0,10.5,W,4.0,O,0,0,14.5,True,True,W,W,W,L,-868.0,623.0,0.1152073732718894,-1.0,-14.5,10.5,4.0
2021_17_MIA_TEN,2021,REG,17,2022-01-02,Sunday,13:00,TEN,MIA,0,0,outdoors,43.0,13.0,10,6,-3.0,41.0,-170.0,151.0,31.0,37.0,0,28.0,W,-4.0,U,1,0,3.0,False,True,L,W,L,W,-170.0,151.0,0.5882352941176471,-1.0,3.0,28.0,4.0
2021_17_PHI_WAS,2021,REG,17,2022-01-02,Sunday,13:00,WAS,PHI,0,1,outdoors,62.0,4.0,7,7,6.5,44.5,206.0,-238.0,-4.0,36.0,0,2.5,W,-8.5,U,0,0,6.5,True,True,W,W,L,W,-238.0,206.0,0.4201680672268907,-1.0,-6.5,2.5,8.5
2021_17_DEN_LAC,2021,REG,17,2022-01-02,Sunday,16:05,LAC,DEN,0,1,dome,,,7,7,-8.0,45.5,-340.0,285.0,21.0,47.0,0,13.0,W,1.5,O,1,0,8.0,False,True,L,W,W,L,-340.0,285.0,0.2941176470588235,-1.0,8.0,13.0,1.5
2021_17_HOU_SF,2021,REG,17,2022-01-02,Sunday,16:05,SF,HOU,0,0,outdoors,50.0,6.0,10,7,-14.0,44.0,-602.0,463.0,16.0,30.0,0,2.0,W,-14.0,U,1,0,14.0,False,True,L,W,L,W,-602.0,463.0,0.1661129568106312,-1.0,14.0,2.0,14.0
2021_17_ARI_DAL,2021,REG,17,2022-01-02,Sunday,16:25,DAL,ARI,0,0,closed,,,7,8,-6.5,53.0,-262.0,225.0,-3.0,47.0,0,-9.5,L,-6.0,U,0,0,6.5,False,True,W,L,L,W,-262.0,225.0,-1.0,2.25,6.5,9.5,6.0
2021_17_CAR_NO,2021,REG,17,2022-01-02,Sunday,16:25,NO,CAR,0,1,dome,,,6,7,-7.0,37.0,-279.0,238.0,8.0,28.0,0,1.0,W,-9.0,U,1,0,7.0,False,True,L,W,L,W,-279.0,238.0,0.3584229390681003,-1.0,7.0,1.0,9.0
2021_17_DET_SEA,2021,REG,17,2022-01-02,Sunday,16:25,SEA,DET,0,0,outdoors,37.0,0.0,7,7,-8.5,41.5,-399.0,327.0,22.0,80.0,0,13.5,W,38.5,O,1,0,8.5,False,True,L,W,W,L,-399.0,327.0,0.2506265664160401,-1.0,8.5,13.5,38.5
2021_17_MIN_GB,2021,REG,17,2022-01-02,Sunday,20:20,GB,MIN,0,1,outdoors,11.0,9.0,8,7,-13.0,42.0,-702.0,525.0,27.0,47.0,0,14.0,W,5.0,O,1,1,13.0,False,True,L,W,W,L,-702.0,525.0,0.1424501424501424,-1.0,13.0,14.0,5.0
2021_17_CLE_PIT,2021,REG,17,2022-01-03,Monday,20:15,PIT,CLE,0,1,outdoors,25.0,12.0,8,9,1.0,43.5,105.0,-117.0,12.0,40.0,0,13.0,W,-3.5,U,1,1,1.0,True,True,W,W,L,W,-117.0,105.0,-1.0,1.05,-1.0,13.0,3.5
2021_18_KC_DEN,2021,REG,18,2022-01-08,Saturday,16:30,DEN,KC,0,1,outdoors,41.0,4.0,7,7,11.5,44.5,435.0,-600.0,-4.0,52.0,0,7.5,W,7.5,O,0,0,11.5,True,True,W,W,W,L,-600.0,435.0,0.1666666666666666,-1.0,-11.5,7.5,7.5
2021_18_DAL_PHI,2021,REG,18,2022-01-08,Saturday,20:15,PHI,DAL,0,1,outdoors,31.0,8.0,7,7,6.5,46.0,235.0,-300.0,-25.0,77.0,0,-18.5,L,31.0,O,0,0,6.5,True,True,L,L,W,L,-300.0,235.0,0.3333333333333333,-1.0,-6.5,18.5,31.0
2021_18_PIT_BAL,2021,REG,18,2022-01-09,Sunday,13:00,BAL,PIT,0,1,outdoors,36.0,0.0,7,6,-3.0,41.0,-155.0,135.0,-3.0,29.0,0,-6.0,L,-12.0,U,0,0,3.0,False,True,W,L,L,W,-155.0,135.0,-1.0,1.35,3.0,6.0,12.0
2021_18_CIN_CLE,2021,REG,18,2022-01-09,Sunday,13:00,CLE,CIN,0,1,outdoors,38.0,22.0,6,7,-6.5,38.0,-265.0,215.0,5.0,37.0,0,-1.5,L,-1.0,U,1,0,6.5,False,True,W,L,L,W,-265.0,215.0,0.3773584905660377,-1.0,6.5,1.5,1.0
2021_18_GB_DET,2021,REG,18,2022-01-09,Sunday,13:00,DET,GB,0,1,dome,,,7,7,4.0,45.0,165.0,-195.0,7.0,67.0,0,11.0,W,22.0,O,1,0,4.0,True,True,W,W,W,L,-195.0,165.0,-1.0,1.65,-4.0,11.0,22.0
2021_18_TEN_HOU,2021,REG,18,2022-01-09,Sunday,13:00,HOU,TEN,0,1,closed,,,7,7,10.5,43.0,410.0,-575.0,-3.0,53.0,0,7.5,W,10.0,O,0,0,10.5,True,True,W,W,W,L,-575.0,410.0,0.1739130434782608,-1.0,-10.5,7.5,10.0
2021_18_IND_JAX,2021,REG,18,2022-01-09,Sunday,13:00,JAX,IND,0,1,outdoors,76.0,19.0,7,7,14.0,43.0,650.0,-1000.0,15.0,37.0,0,29.0,W,-6.0,U,1,0,14.0,True,True,W,W,L,W,-1000.0,650.0,-1.0,6.5,-14.0,29.0,6.0
2021_18_CHI_MIN,2021,REG,18,2022-01-09,Sunday,13:00,MIN,CHI,0,1,dome,,,7,7,-3.5,45.5,-190.0,160.0,14.0,48.0,0,10.5,W,2.5,O,1,0,3.5,False,True,L,W,W,L,-190.0,160.0,0.5263157894736842,-1.0,3.5,10.5,2.5
2021_18_WAS_NYG,2021,REG,18,2022-01-09,Sunday,13:00,NYG,WAS,0,1,outdoors,38.0,0.0,7,7,6.0,36.0,206.0,-238.0,-15.0,29.0,0,-9.0,L,-7.0,U,0,0,6.0,True,True,L,L,L,W,-238.0,206.0,0.4201680672268907,-1.0,-6.0,9.0,7.0
2021_18_SEA_ARI,2021,REG,18,2022-01-09,Sunday,16:25,ARI,SEA,0,1,open,,,7,7,-5.5,48.0,-235.0,190.0,-8.0,68.0,0,-13.5,L,20.0,O,0,0,5.5,False,True,W,L,W,L,-235.0,190.0,-1.0,1.9,5.5,13.5,20.0
2021_18_NO_ATL,2021,REG,18,2022-01-09,Sunday,16:25,ATL,NO,0,1,closed,,,7,7,4.5,40.0,186.0,-213.0,-10.0,50.0,0,-5.5,L,10.0,O,0,0,4.5,True,True,L,L,W,L,-213.0,186.0,0.4694835680751174,-1.0,-4.5,5.5,10.0
2021_18_NYJ_BUF,2021,REG,18,2022-01-09,Sunday,16:25,BUF,NYJ,0,1,outdoors,36.0,19.0,7,7,-16.0,43.0,-1250.0,750.0,17.0,37.0,0,1.0,W,-6.0,U,1,0,16.0,False,True,L,W,L,W,-1250.0,750.0,0.08,-1.0,16.0,1.0,6.0
2021_18_SF_LA,2021,REG,18,2022-01-09,Sunday,16:25,LA,SF,0,1,dome,,,7,7,-3.0,46.5,-170.0,150.0,-3.0,51.0,0,-6.0,L,4.5,O,0,0,3.0,False,True,W,L,W,L,-170.0,150.0,-1.0,1.5,3.0,6.0,4.5
2021_18_NE_MIA,2021,REG,18,2022-01-09,Sunday,16:25,MIA,NE,0,1,outdoors,75.0,8.0,7,7,6.0,41.0,200.0,-250.0,9.0,57.0,0,15.0,W,16.0,O,1,0,6.0,True,True,W,W,W,L,-250.0,200.0,-1.0,2.0,-6.0,15.0,16.0
2021_18_CAR_TB,2021,REG,18,2022-01-09,Sunday,16:25,TB,CAR,0,1,outdoors,80.0,4.0,7,7,-11.0,43.0,-510.0,375.0,24.0,58.0,0,13.0,W,15.0,O,1,0,11.0,False,True,L,W,W,L,-510.0,375.0,0.196078431372549,-1.0,11.0,13.0,15.0
2021_18_LAC_LV,2021,REG,18,2022-01-09,Sunday,20:20,LV,LAC,0,1,dome,,,7,7,3.5,48.0,155.0,-180.0,3.0,67.0,0,6.5,W,19.0,O,1,1,3.5,True,True,W,W,W,L,-180.0,155.0,-1.0,1.55,-3.5,6.5,19.0
2021_19_LV_CIN,2021,WC,19,2022-01-15,Saturday,16:30,CIN,LV,0,0,outdoors,31.0,12.0,6,6,-6.0,48.5,-248.0,214.0,7.0,45.0,1,1.0,W,-3.5,U,1,0,6.0,False,True,L,W,L,W,-248.0,214.0,0.4032258064516129,-1.0,6.0,1.0,3.5
2021_19_NE_BUF,2021,WC,19,2022-01-15,Saturday,20:15,BUF,NE,0,1,outdoors,7.0,8.0,6,6,-4.5,43.0,-207.0,181.0,30.0,64.0,1,25.5,W,21.0,O,1,0,4.5,False,True,L,W,W,L,-207.0,181.0,0.4830917874396135,-1.0,4.5,25.5,21.0
2021_19_PHI_TB,2021,WC,19,2022-01-16,Sunday,13:00,TB,PHI,0,0,outdoors,66.0,21.0,7,8,-7.5,45.5,-352.0,293.0,16.0,46.0,1,8.5,W,0.5,O,1,0,7.5,False,True,L,W,W,L,-352.0,293.0,0.2840909090909091,-1.0,7.5,8.5,0.5
2021_19_SF_DAL,2021,WC,19,2022-01-16,Sunday,16:30,DAL,SF,0,0,closed,,,8,7,-3.0,51.0,-162.0,144.0,-6.0,40.0,1,-9.0,L,-11.0,U,0,0,3.0,False,True,W,L,L,W,-162.0,144.0,-1.0,1.44,3.0,9.0,11.0
2021_19_PIT_KC,2021,WC,19,2022-01-16,Sunday,20:15,KC,PIT,0,0,outdoors,30.0,8.0,8,7,-13.0,46.0,-697.0,522.0,21.0,63.0,1,8.0,W,17.0,O,1,1,13.0,False,True,L,W,W,L,-697.0,522.0,0.1434720229555236,-1.0,13.0,8.0,17.0
2021_19_ARI_LA,2021,WC,19,2022-01-17,Monday,20:15,LA,ARI,0,1,dome,,,8,8,-4.0,49.5,-179.0,158.0,23.0,45.0,1,19.0,W,-4.5,U,1,1,4.0,False,True,L,W,L,W,-179.0,158.0,0.5586592178770949,-1.0,4.0,19.0,4.5
2021_20_CIN_TEN,2021,DIV,20,2022-01-22,Saturday,16:30,TEN,CIN,0,0,outdoors,35.0,0.0,13,7,-4.0,48.5,-191.0,170.0,-3.0,35.0,1,-7.0,L,-13.5,U,0,0,4.0,False,True,W,L,L,W,-191.0,170.0,-1.0,1.7,4.0,7.0,13.5
2021_20_SF_GB,2021,DIV,20,2022-01-22,Saturday,20:15,GB,SF,0,0,outdoors,15.0,12.0,13,6,-5.5,47.0,-261.0,228.0,-3.0,23.0,1,-8.5,L,-24.0,U,0,0,5.5,False,True,W,L,L,W,-261.0,228.0,-1.0,2.28,5.5,8.5,24.0
2021_20_LA_TB,2021,DIV,20,2022-01-23,Sunday,15:00,TB,LA,0,0,outdoors,50.0,11.0,7,6,-2.5,48.0,-145.0,131.0,-3.0,57.0,1,-5.5,L,9.0,O,0,0,2.5,False,True,W,L,W,L,-145.0,131.0,-1.0,1.31,2.5,5.5,9.0
