game_id,season,game_type,week,date,weekday,gametime,home,away,neutral,div_game,roof,temp,wind,home_rest,away_rest,spread_close,total_close,home_ml,away_ml,margin,total_points,playoff,home_cover_margin,home_covered,over_margin,over_result,home_won,primetime,abs_spread,dog_is_home,has_fav,dog_res,home_res,over_res,under_res,ml_fav,ml_dog,ret_fav,ret_dog,pred_home_margin,abs_spread_err,abs_total_err
2021_01_BAL_LV,2021,REG,1,2021-09-13,Monday,20:15,LV,BAL,0,0,dome,,,7,7,3.0,50.5,149.0,-167.0,6.0,60.0,0,9.0,W,9.5,O,1,1,3.0,True,True,W,W,W,L,-167.0,149.0,-1.0,1.49,-3.0,9.0,9.5
2021_02_NYG_WAS,2021,REG,2,2021-09-16,Thursday,20:20,WAS,NYG,0,1,outdoors,71.0,0.0,4,4,-4.0,42.0,-198.0,176.0,1.0,59.0,0,-3.0,L,17.0,O,1,1,4.0,False,True,W,L,W,L,-198.0,176.0,0.5050505050505051,-1.0,4.0,3.0,17.0
2021_02_NO_CAR,2021,REG,2,2021-09-19,Sunday,13:00,CAR,NO,0,1,outdoors,83.0,4.0,7,7,3.0,45.0,131.0,-145.0,19.0,33.0,0,22.0,W,-12.0,U,1,0,3.0,True,True,W,W,L,W,-145.0,131.0,-1.0,1.31,-3.0,22.0,12.0
2021_02_CIN_CHI,2021,REG,2,2021-09-19,Sunday,13:00,CHI,CIN,0,0,outdoors,80.0,0.0,7,7,-2.0,44.5,-126.0,114.0,3.0,37.0,0,1.0,W,-7.5,U,1,0,2.0,False,True,L,W,L,W,-126.0,114.0,0.7936507936507936,-1.0,2.0,1.0,7.5
2021_02_HOU_CLE,2021,REG,2,2021-09-19,Sunday,13:00,CLE,HOU,0,0,outdoors,75.0,12.0,7,7,-13.5,48.5,-675.0,521.0,10.0,52.0,0,-3.5,L,3.5,O,1,0,13.5,False,True,W,L,W,L,-675.0,521.0,0.1481481481481481,-1.0,13.5,3.5,3.5
2021_02_LA_IND,2021,REG,2,2021-09-19,Sunday,13:00,IND,LA,0,0,closed,,,7,7,4.0,48.0,182.0,-205.0,-3.0,51.0,0,1.0,W,3.0,O,0,0,4.0,True,True,W,W,W,L,-205.0,182.0,0.4878048780487805,-1.0,-4.0,1.0,3.0
2021_02_DEN_JAX,2021,REG,2,2021-09-19,Sunday,13:00,JAX,DEN,0,0,outdoors,80.0,7.0,7,7,6.0,45.0,211.0,-241.0,-10.0,36.0,0,-4.0,L,-9.0,U,0,0,6.0,True,True,L,L,L,W,-241.0,211.0,0.4149377593360996,-1.0,-6.0,4.0,9.0
2021_02_BUF_MIA,2021,REG,2,2021-09-19,Sunday,13:00,MIA,BUF,0,1,outdoors,89.0,7.0,7,7,3.5,48.0,160.0,-179.0,-35.0,35.0,0,-31.5,L,-13.0,U,0,0,3.5,True,True,L,L,L,W,-179.0,160.0,0.5586592178770949,-1.0,-3.5,31.5,13.0
2021_02_NE_NYJ,2021,REG,2,2021-09-19,Sunday,13:00,NYJ,NE,0,1,outdoors,72.0,13.0,7,7,5.5,43.0,207.0,-235.0,-19.0,31.0,0,-13.5,L,-12.0,U,0,0,5.5,True,True,L,L,L,W,-235.0,207.0,0.425531914893617,-1.0,-5.5,13.5,12.0
2021_02_SF_PHI,2021,REG,2,2021-09-19,Sunday,13:00,PHI,SF,0,0,outdoors,76.0,13.0,7,7,3.0,49.0,130.0,-144.0,-6.0,28.0,0,-3.0,L,-21.0,U,0,0,3.0,True,True,L,L,L,W,-144.0,130.0,0.6944444444444444,-1.0,-3.0,3.0,21.0
2021_02_LV_PIT,2021,REG,2,2021-09-19,Sunday,13:00,PIT,LV,0,0,outdoors,77.0,4.0,7,6,-5.5,46.5,-228.0,201.0,-9.0,43.0,0,-14.5,L,-3.5,U,0,0,5.5,False,True,W,L,L,W,-228.0,201.0,-1.0,2.01,5.5,14.5,3.5
2021_02_MIN_ARI,2021,REG,2,2021-09-19,Sunday,16:05,ARI,MIN,0,0,closed,,,7,7,-4.0,51.0,-191.0,170.0,1.0,67.0,0,-3.0,L,16.0,O,1,0,4.0,False,True,W,L,W,L,-191.0,170.0,0.5235602094240838,-1.0,4.0,3.0,16.0
2021_02_ATL_TB,2021,REG,2,2021-09-19,Sunday,16:05,TB,ATL,0,1,outdoors,85.0,0.0,10,7,-13.5,52.0,-772.0,582.0,23.0,73.0,0,9.5,W,21.0,O,1,0,13.5,False,True,L,W,W,L,-772.0,582.0,0.1295336787564766,-1.0,13.5,9.5,21.0
2021_02_DAL_LAC,2021,REG,2,2021-09-19,Sunday,16:25,LAC,DAL,0,0,dome,,,7,10,-3.0,55.0,-150.0,135.0,-3.0,37.0,0,-6.0,L,-18.0,U,0,0,3.0,False,True,W,L,L,W,-150.0,135.0,-1.0,1.35,3.0,6.0,18.0
2021_02_TEN_SEA,2021,REG,2,2021-09-19,Sunday,16:25,SEA,TEN,0,0,outdoors,62.0,14.0,7,7,-6.5,53.5,-286.0,247.0,-3.0,63.0,0,-9.5,L,9.5,O,0,0,6.5,False,True,W,L,W,L,-286.0,247.0,-1.0,2.47,6.5,9.5,9.5
2021_02_KC_BAL,2021,REG,2,2021-09-19,Sunday,20:20,BAL,KC,0,0,outdoors,82.0,8.0,6,7,3.5,53.5,153.0,-171.0,1.0,71.0,0,4.5,W,17.5,O,1,1,3.5,True,True,W,W,W,L,-171.0,153.0,-1.0,1.53,-3.5,4.5,17.5
2021_02_DET_GB,2021,REG,2,2021-09-20,Monday,20:15,GB,DET,0,1,outdoors,73.0,12.0,8,8,-11.5,49.5,-494.0,400.0,18.0,52.0,0,6.5,W,2.5,O,1,1,11.5,False,True,L,W,W,L,-494.0,400.0,0.2024291497975708,-1.0,11.5,6.5,2.5
2021_03_CAR_HOU,2021,REG,3,2021-09-23,Thursday,20:20,HOU,CAR,0,0,closed,,,4,4,8.0,43.0,348.0,-420.0,-15.0,33.0,0,-7.0,L,-10.0,U,0,1,8.0,True,True,L,L,L,W,-420.0,348.0,0.238095238095238,-1.0,-8.0,7.0,10.0
2021_03_WAS_BUF,2021,REG,3,2021-09-26,Sunday,13:00,BUF,WAS,0,0,outdoors,67.0,21.0,7,10,-7.5,45.5,-330.0,281.0,22.0,64.0,0,14.5,W,18.5,O,1,0,7.5,False,True,L,W,W,L,-330.0,281.0,0.303030303030303,-1.0,7.5,14.5,18.5
2021_03_CHI_CLE,2021,REG,3,2021-09-26,Sunday,13:00,CLE,CHI,0,0,outdoors,70.0,22.0,7,7,-7.5,45.0,-375.0,315.0,20.0,32.0,0,12.5,W,-13.0,U,1,0,7.5,False,True,L,W,L,W,-375.0,315.0,0.2666666666666666,-1.0,7.5,12.5,13.0
2021_03_BAL_DET,2021,REG,3,2021-09-26,Sunday,13:00,DET,BAL,0,0,dome,,,6,7,7.5,51.0,292.0,-344.0,-2.0,36.0,0,5.5,W,-15.0,U,0,0,7.5,True,True,W,W,L,W,-344.0,292.0,0.2906976744186046,-1.0,-7.5,5.5,15.0
2021_03_ARI_JAX,2021,REG,3,2021-09-26,Sunday,13:00,JAX,ARI,0,0,outdoors,81.0,4.0,7,7,8.0,51.5,304.0,-360.0,-12.0,50.0,0,-4.0,L,-1.5,U,0,0,8.0,True,True,L,L,L,W,-360.0,304.0,0.2777777777777778,-1.0,-8.0,4.0,1.5
2021_03_LAC_KC,2021,REG,3,2021-09-26,Sunday,13:00,KC,LAC,0,1,outdoors,81.0,19.0,7,7,-6.5,55.0,-273.0,237.0,-6.0,54.0,0,-12.5,L,-1.0,U,0,0,6.5,False,True,W,L,L,W,-273.0,237.0,-1.0,2.37,6.5,12.5,1.0
2021_03_NO_NE,2021,REG,3,2021-09-26,Sunday,13:00,NE,NO,0,0,outdoors,73.0,11.0,7,7,-3.0,44.0,-144.0,130.0,-15.0,41.0,0,-18.0,L,-3.0,U,0,0,3.0,False,True,W,L,L,W,-144.0,130.0,-1.0,1.3,3.0,18.0,3.0
2021_03_ATL_NYG,2021,REG,3,2021-09-26,Sunday,13:00,NYG,ATL,0,0,outdoors,69.0,13.0,10,7,-3.0,48.0,-143.0,129.0,-3.0,31.0,0,-6.0,L,-17.0,U,0,0,3.0,False,True,W,L,L,W,-143.0,129.0,-1.0,1.29,3.0,6.0,17.0
2021_03_CIN_PIT,2021,REG,3,2021-09-26,Sunday,13:00,PIT,CIN,0,1,outdoors,67.0,9.0,7,7,-2.5,42.5,-140.0,126.0,-14.0,34.0,0,-16.5,L,-8.5,U,0,0,2.5,False,True,W,L,L,W,-140.0,126.0,-1.0,1.26,2.5,16.5,8.5
2021_03_IND_TEN,2021,REG,3,2021-09-26,Sunday,13:00,TEN,IND,0,1,outdoors,72.0,4.0,7,7,-4.5,47.0,-196.0,175.0,9.0,41.0,0,4.5,W,-6.0,U,1,0,4.5,False,True,L,W,L,W,-196.0,175.0,0.5102040816326531,-1.0,4.5,4.5,6.0
2021_03_NYJ_DEN,2021,REG,3,2021-09-26,Sunday,16:05,DEN,NYJ,0,0,outdoors,82.0,6.0,7,7,-10.5,42.0,-597.0,470.0,26.0,26.0,0,15.5,W,-16.0,U,1,0,10.5,False,True,L,W,L,W,-597.0,470.0,0.1675041876046901,-1.0,10.5,15.5,16.0
2021_03_MIA_LV,2021,REG,3,2021-09-26,Sunday,16:05,LV,MIA,0,0,dome,,,7,7,-4.0,45.0,-194.0,173.0,3.0,59.0,0,-1.0,L,14.0,O,1,0,4.0,False,True,W,L,W,L,-194.0,173.0,0.5154639175257731,-1.0,4.0,1.0,14.0
