season,week,home,away,spread,model_margin,edge,tier,model_side,final,ats,dog_won
2025,14,Louisville,Kentucky,1.5,14.3,15.8,YEL,Louisville,41-0,W,
2025,14,Baylor,Houston,-2.5,15.0,12.5,YEL,Baylor,24-31,L,
2025,14,Kansas State,Colorado,-16.5,0.9,-15.6,YEL,Colorado,24-14,W,
2025,14,West Virginia,Texas Tech,24.5,-1.9,22.6,YEL,West Virginia,0-49,L,
2025,14,BYU,UCF,-17.5,6.5,-11.0,YEL,UCF,41-21,L,
2025,14,Sam Houston,Florida International,10.5,5.0,15.5,RED,Sam Houston,16-56,L,False
2025,14,Old Dominion,Georgia State,-28.5,10.4,-18.1,YEL,Georgia State,27-10,W,
2025,14,Jacksonville State,Western Kentucky,1.5,9.2,10.8,YEL,Jacksonville State,37-34,W,
2025,14,App State,Arkansas State,1.5,7.6,9.1,YEL,App State,29-30,W,
2025,14,Tulsa,UAB,-9.5,-7.9,-17.4,RED,UAB,24-31,W,True
2025,14,Syracuse,Boston College,3.0,1.7,4.7,RED,Syracuse,12-34,L,False
2025,14,Oklahoma,LSU,-11.5,-0.1,-11.6,RED,LSU,17-13,W,False
2025,14,Minnesota,Wisconsin,2.5,7.0,9.5,YEL,Minnesota,17-7,W,
2025,14,UTSA,Army,-8.5,-8.4,-16.9,RED,Army,24-27,W,True
2025,14,Southern Miss,Troy,-7.0,-12.0,-19.0,RED,Troy,18-28,W,True
2025,14,Liberty,Kennesaw State,2.5,17.2,19.7,YEL,Liberty,42-48,L,
2025,14,Duke,Wake Forest,-2.5,11.2,8.7,YEL,Duke,49-32,W,
2025,14,Washington,Oregon,6.5,-13.6,-7.1,YEL,Oregon,14-26,W,
2025,14,Tennessee,Vanderbilt,-2.5,16.8,14.3,YEL,Tennessee,24-45,L,
2025,14,Coastal Carolina,James Madison,24.5,-6.5,18.0,YEL,Coastal Carolina,10-59,L,
2025,14,Florida,Florida State,1.5,18.3,19.8,YEL,Florida,40-21,W,
2025,14,Virginia,Virginia Tech,-8.5,-7.6,-16.1,RED,Virginia Tech,27-7,L,False
2025,14,South Florida,Rice,-28.5,7.6,-20.9,YEL,Rice,52-3,L,
2025,14,Michigan State,Maryland,-4.0,-3.3,-7.3,RED,Maryland,38-28,L,False
2025,14,USC,UCLA,-21.5,13.0,-8.5,YEL,UCLA,29-10,W,
2025,14,NC State,North Carolina,-7.0,0.3,-6.7,YEL,North Carolina,42-19,L,
2025,14,San José State,Fresno State,3.0,0.4,3.4,RED,San José State,14-41,L,False
2025,14,Hawai'i,Wyoming,-8.5,2.0,-6.5,YEL,Wyoming,27-7,L,
2025,15,Jacksonville State,Kennesaw State,3.0,23.3,26.3,RED,Jacksonville State,15-19,L,False
2025,15,James Madison,Troy,-24.5,12.7,-11.8,YEL,Troy,31-14,W,
2025,15,Tulane,North Texas,1.5,20.3,21.8,YEL,Tulane,34-21,W,
2025,15,Western Michigan,Miami (OH),-2.5,-7.6,-10.1,YEL,Miami (OH),23-13,L,
2025,15,Texas Tech,BYU,-12.5,-3.1,-15.6,RED,BYU,34-7,L,False
2025,15,Virginia,Duke,-3.5,-5.0,-8.5,RED,Duke,20-27,W,True
2025,16,Navy,Army,-6.5,-5.6,-12.1,RED,Army,17-16,W,False
